"Name","rivals","attacker","attacker_is_nato","victim","victim_is_nato","3rdpartyinitiator","interactionstartdate","interactionenddate","Year","duration_days","period_2016","method","targettype","cyber_objective","information_operation","objective_achievement","Concession","severity","damage type","Crit Inf","Supply Ch","Ransomware","Sources1","Sources2","Sources3","Sources4","Sources5","Political Objective","Justice","Cert","FBI"
"Titan Rain","China-US","China","No","United States of America","Yes","No",2003-09-01,2006-04-01,2003,943,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Government military","Short-term espionage","No","Yes","No",4,"Direct and immediate","Defense Industrial Base Sector","Yes","No","https://cyware.com/news/remembering-operation-titan-rain-c54ad3e4","https://www.csis.org/analysis/computer-espionage-titan-rain-and-china",NA,NA,NA,"Information theft camapign against the DoD and defense contractors",NA,NA,NA
"Cisco Raider","China-US","United States of America","Yes","China","No","No",2006-02-28,2010-05-06,2006,1528,"Before July 2016","Network Infiltration (Keystroke logging)","Government non-military","Degrade","No","Yes","Yes",5,"Direct and immediate","Information Technology Sector","Yes","No","https://www.informationweek.com/operation-cisco-raider-nets-$76-million-in-fake-gear-/d/d-id/1065173, https://www.nytimes.com/2008/05/09/technology/09cisco.html?mtrref=undefined&gwh=8008706D90DB386BCDB638E06C41AE78&gwt=pay","https://archives.fbi.gov/archives/news/pressrel/press-releases/departments-of-justice-and-homeland-security-announce-30-convictions-more-than-143-million-in-seizures-from-initiative-targeting-traffickers-in-counterfeit-network-hardware","https://www.nytimes.com/2008/05/09/technology/09cisco.html","https://www.cmu.edu/cmtoday/technology_innovation/cybersecurity-research/",NA,"Publically available sources claim that Defense countermeasure to raise the costs of PLA hackers infiltrating US networks through counterfeit Cisco software from China.",NA,NA,NA
"State Dept theft","China-US","China","No","United States of America","Yes","No",2006-05-28,2006-07-07,2006,40,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Government non-military","Short-term espionage","No","Yes","No",2,"Direct and immediate","Government Facilities Sector","No","No","https://www.cbsnews.com/news/state-department-computers-hacked/","http://www.cnn.com/2006/US/07/12/state.hackers/index.html",NA,NA,NA,"Information probe against loosely defended State Dept networks to seek information about South East Asian and Pacific Affairs.",NA,NA,NA
"Shady RAT_A","China-US","China","No","United States of America","Yes","No",2006-08-01,2010-01-01,2006,1249,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Government non-military","Short-term espionage","No","Yes","No",4,"Direct and immediate","Government Facilities Sector","No","No","https://www.symantec.com/connect/blogs/truth-behind-shady-rat","https://arstechnica.com/information-technology/2011/08/operation-shady-rat-five-year-hack-attack-hit-14-countries/",NA,NA,NA,"Multiple targeted data theft campaign that included the US government and several corparations",NA,NA,NA
"Fred Wolf espionage","China-US","China","No","United States of America","Yes","No",2006-08-01,2006-08-01,2006,0,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Government military","Short-term espionage","No","Yes","No",2,"Direct and immediate","Government Facilities Sector","No","No","http://www.nbcnews.com/id/25096126/ns/technology_and_science-security/t/two-lawmakers-say-chinese-hacked-computers/#.XFukoVxKiM8","https://www.washingtonexaminer.com/rep-frank-wolf-every-american-has-been-attacked-by-foreign-cyber-hackers",NA,NA,NA,"Access of militantly intelligence and sensitive information from ongoing investigations regarding human rights cases.",NA,NA,NA
"Commerce disable","China-US","China","No","United States of America","Yes","No",2006-10-01,2006-10-07,2006,6,"Before July 2016","Network Infiltration (Logic bombs)","Government non-military","Disruption","No","Yes","No",2,"Direct and immediate","Government Facilities Sector","No","No","https://custom.crn.com/news/security/193105261/chinese-hackers-hit-commerce-department.htm","https://www.theregister.co.uk/2006/10/09/chinese_crackers_attack_us/",NA,NA,NA,"Retaliation for the cancellation in June of a $1.3m USD plan to purchase Lenovo computer systems due to cyber security concerns.",NA,NA,NA
"Naval War College disable","China-US","China","No","United States of America","Yes","No",2006-12-01,2006-12-07,2006,6,"Before July 2016","Network Infiltration (Logic bombs)","Government military","Disruption","No","Yes","No",2,"Direct and immediate","Other (Election Infrastructure, Academia)","No","No","http://www.washingtonpost.com/wp-dyn/content/article/2006/12/05/AR2006120500741.html","https://fcw.com/articles/2006/12/04/china-is-suspected-of-hacking-into-navy-site.aspx",NA,NA,NA,"US Naval strategic studies group brought offline",NA,NA,NA
"750,000 American zombies","China-US","China","No","United States of America","Yes","No",2007-03-01,2010-09-23,2007,1302,"Before July 2016","DDoS, Botnets","Government non-military","Disruption","No","Yes","No",2,"Direct and delayed","Commercial Facilities Sector","Yes","No","http://gatech.wikidot.com/chinese-zombies-in-the-u-s","http://hackspc.com/biggest-cyber-attacks-in-history/",NA,NA,NA,"Widespread DDoS strikes against various targets vital to the US economy.",NA,NA,NA
"GhostNet_A","China-US","China","No","United States of America","Yes","No",2007-05-27,2009-08-01,2007,797,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Government non-military","Short-term espionage","No","Yes","No",4,"Direct and immediate","Government Facilities Sector","No","No","https://www.telegraph.co.uk/news/worldnews/asia/china/5071124/Chinas-global-cyber-espionage-network-GhostNet-penetrates-103-countries.html","https://ora.ox.ac.uk/objects/uuid:6d1260fd-b8ee-4a11-8a5f-e7708d543651/download_file?file_format=application/pdf&safe_filename=Gh0stNet.pdf&type_of_work=Report",NA,NA,NA,"Data breach of state secretive information from several government networks",NA,NA,NA
"Commerce Sec hack","China-US","China","No","United States of America","Yes","No",2007-12-01,2007-12-05,2007,4,"Before July 2016","Network Infiltration (Viruses)","Government non-military","Short-term espionage","No","No","No",3,"Direct and immediate","Government Facilities Sector","No","No","https://www.wired.com/2008/05/did-chinas-hack/","http://www.nbcnews.com/id/24880526/ns/us_news-security/t/did-chinese-hack-cabinet-secretarys-laptop/#.XFupB1xKiM8",NA,NA,NA,"Data breaches of several networks containing sensitive inforamation",NA,NA,NA
"2008 Campaign hack","China-US","China","No","United States of America","Yes","No",2008-08-01,2008-08-04,2008,3,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Government non-military","Short-term espionage","No","Yes","No",1,"Direct and delayed","Government Facilities Sector","No","No","https://thehill.com/policy/technology/304111-report-china-hacked-obama-mccain-campaigns","https://www.theguardian.com/global/2008/nov/07/obama-white-house-usa",NA,NA,NA,"To assess campaign positions on China and the evolution of potential future US policy",NA,NA,NA
"Hikit_A","China-US","China","No","United States of America","Yes","No",2008-09-01,2014-10-27,2008,2247,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Government non-military","Short-term espionage","No","Yes","No",4,"Direct and delayed","Information Technology Sector","Yes","No","https://safe.menlosecurity.com/doc/docview/viewer/docN466FB4E6621B14781a1d431fc6aa9e4d5ffbe8054afe02fd2c27d51cace9995172de549a9084","https://www.fireeye.com/blog/threat-research/2012/08/hikit-rootkit-advanced-persistent-attack-techniques-part-2.html",NA,NA,NA,"Axiom group launches 6-year information theft campaign against multiple countries including US, Taiwan, and Japan",NA,NA,NA
"Byzantine series","China-US","China","No","United States of America","Yes","No",2008-10-30,2011-06-30,2008,973,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Private/non-state","Long-term espionage","No","Yes","No",4,"Direct and immediate","Energy Sector","Yes","No","https://www.csoonline.com/article/2128120/social-engineering/-byzantine-hades--shows-china-s-cyber-chops.html","https://www.reuters.com/article/us-china-usa-cyberespionage/special-report-in-cyberspy-vs-cyberspy-china-has-the-edge-idUSTRE73D24220110414",NA,NA,NA,"Data theft campaign against the oil and gas sectors, targets also included lawyers pursing claims against Chinese exporters and energy companies",NA,NA,NA
"FAA hack","China-US","China","No","United States of America","Yes","No",2009-02-04,2009-02-10,2009,6,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Government non-military","Short-term espionage","No","Yes","No",3,"Direct and delayed","Transportation Systems Sector","Yes","No","https://www.wsj.com/articles/SB124165272826193727","https://www.crn.com/news/security/213402688/faa-computer-hacked-45000-names-accessed.htm",NA,NA,NA,"Chinese hack steals sensitive info from the FAA",NA,NA,NA
"Seantor Nelson theft","China-US","China","No","United States of America","Yes","No",2009-03-01,2009-03-01,2009,0,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Government non-military","Short-term espionage","No","No","No",2,"Direct and immediate","Government Facilities Sector","No","No","https://miamiherald.typepad.com/nakedpolitics/2009/03/nelson-gets-hacked-and-hacked-off.html",NA,NA,NA,NA,"To access foreign policy information from a prominent Senator's network",NA,NA,NA
"Lockheed F-35 plans stolen","China-US","China","No","United States of America","Yes","No",2009-03-29,2009-04-01,2009,3,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Private/non-state","Long-term espionage","No","Yes","No",3,"Direct and immediate","Defense Industrial Base Sector","Yes","No","http://www.cnn.com/2009/US/04/21/pentagon.hacked/","https://www.theguardian.com/technology/2014/jul/12/chinese-man-charged-with-hacking-into-us-fighter-jet-plans",NA,NA,NA,"Data breach on Lockeed Martin and its F-35 fighter jet plans",NA,NA,NA
"Aurora","China-US","China","No","United States of America","Yes","No",2009-06-01,2010-01-01,2009,214,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Private/non-state","Long-term espionage","No","Yes","No",3,"Direct and immediate","Information Technology Sector","No","No","https://www.wired.com/2010/01/operation-aurora/","https://www.darkreading.com/attacks-and-breaches/google-aurora-hack-was-chinese-counterespionage-operation/d/d-id/1110060",NA,NA,NA,"Google hacked and breached by the Chinese PLA, Tech giant comes forward and admits; a first from the private sector",NA,NA,NA
"Night Dragon","China-US","China","No","United States of America","Yes","No",2009-11-01,2011-02-11,2009,467,"Before July 2016","Network Infiltration (Viruses)","Private/non-state","Long-term espionage","No","Yes","No",4,"Direct and immediate","Energy Sector","Yes","No","https://www.pcworld.com/article/219251/article.html","https://www.forbes.com/sites/williampentland/2011/02/19/night-dragon-attacks-target-technology-in-energy-industry/#4c8bdc4b1d49",NA,NA,NA,"Theft of oil and gas field production systems, field exploration and bidding processes for leases.",NA,NA,NA
"Commerce theft","China-US","China","No","United States of America","Yes","No",2009-11-01,2009-11-05,2009,4,"Before July 2016","Network Infiltration (Keystroke logging)","Government non-military","Short-term espionage","No","Yes","No",3,"Direct and immediate","Government Facilities Sector","No","No","https://www.washingtonpost.com/blogs/federal-eye/post/commerce-department-agencys-network-apparently-hacked/2012/01/31/gIQAtmO6kQ_blog.html?utm_term=.59e590c6f4b1","https://abcnews.go.com/International/chinese-hack-us-chamber-commerce-authorities/story?id=15207642",NA,NA,NA,"Data breach of the Commerce department, sensitive information stolen",NA,NA,NA
"Htran_A","China-US","China","No","United States of America","Yes","Yes",2010-01-01,2010-02-01,2010,31,"Before July 2016","Network Infiltration (Keystroke logging)","Government non-military","Short-term espionage","No","Yes","No",3,"Direct and immediate",NA,"No","No","https://www.secureworks.com/research/htran, https://www.symantec.com/security-center/writeup/2011-080812-0817-99",NA,NA,NA,NA,"Advanced listening device root kit able to capture corporate secrets in unsecured networks",NA,NA,NA
"Shotgiant","China-US","United States of America","Yes","China","No","No",2010-03-10,2013-06-13,2010,1191,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Private/non-state","Degrade","No","Yes","Yes",4,"Direct and delayed","Information Technology Sector","Yes","No","https://www.nytimes.com/2014/03/23/world/asia/nsa-breached-chinese-servers-seen-as-spy-peril.html, https://www.reuters.com/article/us-usa-security-china-nsa/nsa-infiltrates-servers-of-china-telecom-giant-huawei-report-idUSBREA2L0PD20140322","https://www.npr.org/transcripts/298335286",NA,NA,NA,"Publically available sources claim that To determine links between Huawei produced technology and PLA espionage. Secondly, to exploit Huawei technology for future offensive use",NA,NA,NA
"Dancing Panda","China-US","China","No","United States of America","Yes","No",2010-04-01,2015-08-10,2010,1957,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Government military","Short-term espionage","No","Yes","No",4,"Direct and delayed","Government Facilities Sector","No","No","https://www.nbcnews.com/news/us-news/china-read-emails-top-us-officials-n406046","https://www.theguardian.com/world/2015/aug/10/chinese-national-security-officials-hack",NA,NA,NA,"Top US national security officials emails hacked and read",NA,NA,NA
"FDIC Hack","China-US","China","No","United States of America","Yes","No",2010-10-01,2012-02-02,2010,489,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Government non-military","Short-term espionage","No","Yes","No",2,"Direct and delayed","Financial Services Sector","Yes","No","https://www.reuters.com/article/us-usa-cyber-china-exclusive-idUSKBN14C1UJ","https://money.cnn.com/2016/07/13/technology/china-fdic-hack/index.html",NA,NA,NA,"Data breach of the FDIC, theft of sensitive and personal informaiton",NA,NA,NA
"Intellectual Property Hack","China-US","China","No","United States of America","Yes","No",2010-11-03,2015-06-15,2010,1685,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Private/non-state","Long-term espionage","No","Yes","No",3,"Direct and delayed","Critical Manufacturing Sector","No","No","https://www.justice.gov/opa/pr/us-charges-five-chinese-military-hackers-cyber-espionage-against-us-corporations-and-labor","https://www.usatoday.com/story/news/nation/2014/05/19/us-accuses-china-of-cyber-espionage/9273019/",NA,NA,NA,"APT3 targets US financial and manufacturing sectors for intellectual property",NA,NA,NA
"Energy Dept hack","China-US","China","No","United States of America","Yes","No",2011-02-01,2014-01-01,2011,1065,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Government non-military","Disruption","No","Yes","No",3,"Direct and delayed","Energy Sector","No","No","https://arstechnica.com/information-technology/2013/12/how-hackers-made-minced-meat-of-department-of-energy-networks/","https://www.computerworld.com/article/2983749/cybercrime-hacking/attackers-hacked-department-of-energy-159-times-in-4-years.html",NA,NA,NA,"Energy Dept hacked multiple times due to outdated software and patches",NA,NA,NA
"Penatgon Raid","China-US","China","No","United States of America","Yes","No",2011-03-01,2011-03-10,2011,9,"Before July 2016","Network Infiltration (Keystroke logging)","Government military","Long-term espionage","No","Yes","No",3,"Direct and immediate","Government Facilities Sector","No","No","https://www.businessinsider.com/pentagon-admits-24000-files-were-hacked-declares-cyberspace-a-theater-of-war-2011-7","http://www.nydailynews.com/news/national/pentagon-hacked-24-000-files-stolen-foreign-intruders-cyber-atA78:Y78tack-article-1.156334",NA,NA,NA,"Information theft campaign in the unsecured networks of the DoD",NA,NA,NA
"Operation Beebus/APT 10","China-US","China","No","United States of America","Yes","No",2011-04-12,2013-02-07,2011,667,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Private/non-state","Long-term espionage","No","Yes","No",4,"Direct and delayed","Defense Industrial Base Sector","Yes","No","https://www.fireeye.com/blog/threat-research/2013/02/operation-beebus.html","https://www.nytimes.com/2013/09/21/world/asia/hacking-us-secrets-china-pushes-for-drones.html",NA,NA,NA,"China hacks several US defense contractors and steals drone technology",NA,NA,NA
"White House theft","China-US","China","No","United States of America","Yes","No",2011-11-07,2011-11-08,2011,1,"Before July 2016","Network Infiltration (Keystroke logging)","Government non-military","Disruption","No","Yes","No",3,"Direct and immediate","Government Facilities Sector","No","No","https://www.dailymail.co.uk/news/article-2211230/Chinese-government-hacks-White-House-office-charge-nuclear-launch-codes.html","https://www.bbc.com/news/world-us-canada-19794745",NA,NA,NA,"Signaling campaign against White House networks",NA,NA,NA
"Mofang","China-US","China","No","United States of America","Yes","No",2012-02-04,2016-06-16,2012,1594,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Private/non-state","Long-term espionage","No","Yes","No",3,"Direct and delayed","Energy Sector","No","No","https://foxitsecurity.files.wordpress.com/2016/06/fox-it_mofang_threatreport_tlp-white.pdf","https://www.securityweek.com/chinese-attackers-conduct-cyberespionage-economic-gain",NA,NA,NA,"Mofang RAT targets and steals information from energy companies",NA,NA,NA
"Penn State Engineering breach","China-US","China","No","United States of America","Yes","No",2012-09-01,2015-05-15,2012,986,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Government non-military","Short-term espionage","No","Yes","No",3,"Direct and delayed","Other (Election Infrastructure, Academia)","No","No","https://bits.blogs.nytimes.com/2015/05/15/penn-states-college-of-engineering-hit-by-cyberattack/?mtrref=www.google.com&gwh=9D27274BDCAA774ABAA09016CBF21331&gwt=pay","https://www.nbcnews.com/tech/security/penn-state-hit-china-based-hacker-university-says-n359631",NA,NA,NA,"Personal and sensitive informaiton stolen from the Penn State College of Engineering network",NA,NA,NA
"Wen Jiabao Retaliation","China-US","China","No","United States of America","Yes","No",2012-10-26,2012-12-31,2012,66,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Private/non-state","Disruption","Yes","Yes","No",2,"Direct and delayed","Other (Election Infrastructure, Academia)","No","No","https://www.nytimes.com/2013/01/31/technology/chinese-hackers-infiltrate-new-york-times-computers.html","https://www.nytimes.com/2013/02/02/technology/washington-posts-joins-list-of-media-hacked-by-the-chinese.html",NA,NA,NA,"Signaling data breach on the New York Times and Washington Post for publishing negative stories about then-President Wen Jiabao",NA,NA,NA
"Iron Tiger/APT 31","China-US","China","No","United States of America","Yes","No",2013-01-15,2015-09-16,2013,974,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Government military","Short-term espionage","No","Yes","No",4,"Direct and delayed","Defense Industrial Base Sector","Yes","No","https://www.tripwire.com/state-of-security/security-data-protection/iron-tiger-data-us-firms/","https://newsroom.trendmicro.com/blog/operation-iron-tiger-attackers-shift-east-asia-united-states",NA,NA,NA,"Iron Tiger sophisticated APT information theft on US military and defense contractors",NA,NA,NA
"Black Coffee/APT 17","China-US","China","No","United States of America","Yes","No",2013-04-01,2015-05-12,2013,771,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Private/non-state","Short-term espionage","No","Yes","No",1,"Direct and delayed","Information Technology Sector","Yes","No","https://www.fireeye.com/blog/threat-research/2015/05/hiding_in_plain_sigh.html","https://www.v3.co.uk/v3-uk/news/2408533/apt17-deputydog-hackers-are-pushing-blackcoffee-malware-using-technet",NA,NA,NA,"APT17 group hacks Microsoft Tech Net forum to trick users into downlowding the backdoor",NA,NA,NA
"UConn Engineering Hack","China-US","China","No","United States of America","Yes","No",2013-09-24,2015-03-09,2013,531,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Government non-military","Short-term espionage","No","Yes","No",3,"Direct and delayed","Other (Election Infrastructure, Academia)","No","No","https://www.courant.com/breaking-news/hc-uconn-investigating-chinese-cyber-attack-0801-20150731-story.html","https://www.businessinsurance.com/article/00010101/NEWS06/150809934/Cyber-breach-discovered-on-University-of-Connecticut-servers",NA,NA,NA,"Chinese hack steals University of Connecticut's Engineering schoool's personnel and research data",NA,NA,NA
"CloudHopper","China-US","China","No","United States of America","Yes","No",2014-01-01,2018-09-01,2014,1704,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Private/non-state","Long-term espionage","No","Yes","No",4,"Direct and delayed","Information Technology Sector","Yes","No","https://www.fbi.gov/wanted/cyber/apt-10-group","https://www.justice.gov/opa/pr/two-chinese-hackers-associated-ministry-state-security-charged-global-computer-intrusion","https://www.reuters.com/article/us-china-cyber-hpe-ibm-exclusive/exclusive-china-hacked-hpe-ibm-and-then-attacked-clients-sources-idUSKCN1OJ2OY","https://www.nasdaq.com/articles/special-report-inside-the-wests-failed-fight-against-chinas-cloud-hopper-hackers-2019-06",NA,"APT 10 private sector breach","https://www.justice.gov/opa/pr/two-chinese-hackers-associated-ministry-state-security-charged-global-computer-intrusion",NA,"https://www.fbi.gov/wanted/cyber/apt-10-group"
"Operation SnowMan","China-US","China","No","United States of America","Yes","No",2014-02-01,2014-02-12,2014,11,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Government military","Short-term espionage","No","Yes","No",1,"Direct and delayed","Government Facilities Sector","No","No","https://www.fireeye.com/blog/threat-research/2014/02/operation-snowman-deputydog-actor-compromises-us-veterans-of-foreign-wars-website.html","https://www.zdnet.com/article/new-internet-explorer-10-zero-day-exploit-targets-u-s-military/",NA,NA,NA,"Chinese hackers infiltrate VVW page to access personal info of active US military personnel",NA,NA,NA
"Register.com breach","China-US","China","No","United States of America","Yes","No",2014-03-01,2015-03-18,2014,382,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Private/non-state","Short-term espionage","No","Yes","No",3,"Direct and delayed","Information Technology Sector","Yes","No","https://in.reuters.com/article/cybersecurity-usa-china/fbi-probes-possible-china-military-link-in-cyber-attack-ft-idINKBN0ME21W20150318","https://www.bankinfosecurity.com/blogs/was-registercom-breached-p-1831",NA,NA,NA,"Register.com, which manages more than 1.4 million websites for businesses world wide, steals network and employee passwords",NA,NA,NA
"OPM Hack","China-US","China","No","United States of America","Yes","No",2014-03-15,2015-03-17,2014,367,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Government non-military","Long-term espionage","No","Yes","Yes",4,"Direct and delayed","Government Facilities Sector","No","No","https://www.wired.com/2016/10/inside-cyberattack-shocked-us-government/","https://www.csoonline.com/article/3318238/data-breach/the-opm-hack-explained-bad-security-practices-meet-chinas-captain-america.html",NA,NA,NA,"OPM hack, revealed in spring of 2015, steals personal information of 20 million people",NA,NA,NA
"Premera Blue Cross Breach","China-US","China","No","United States of America","Yes","No",2014-05-05,2015-01-29,2014,269,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Private/non-state","Short-term espionage","No","Yes","No",3,"Direct and delayed","Healthcare and Public Health Sector","No","No","https://www.computerworld.com/article/2898419/data-breach/premera-anthem-data-breaches-linked-by-similar-hacking-tactics.html","https://www.zdnet.com/article/premera-blue-cross-accused-of-destroying-evidence-in-data-breach-lawsuit/",NA,NA,NA,"State-sponored Chinese data breach group steals personal information of 11 million Premera customers",NA,NA,NA
"UCLA Health system breach","China-US","China","No","United States of America","Yes","No",2014-09-01,2015-07-25,2014,327,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Private/non-state","Short-term espionage","No","Yes","No",3,"Direct and delayed","Healthcare and Public Health Sector","No","No","https://www.latimes.com/business/la-fi-ucla-medical-data-20150717-story.html","https://www.hipaajournal.com/ucla-health-system-hacked-4-5-million-patient-records-exposed-8033/",NA,NA,NA,"UCLA health system breach by state-sponsored Chinese group, 4.5 million personal information stolen",NA,NA,NA
"DHS employee hack","China-US","China","No","United States of America","Yes","No",2014-11-06,2014-11-07,2014,1,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Government non-military","Long-term espionage","No","Yes","No",3,"Direct and delayed","Government Facilities Sector","No","No","https://arstechnica.com/tech-policy/2014/08/hackers-stole-security-check-info-on-at-least-25000-dhs-employees/",NA,NA,NA,NA,"25,000 DHS employees' information stolen from OPM, this preceded the larger April 2015 OPM hack",NA,NA,NA
"USPS breach","China-US","China","No","United States of America","Yes","No",2014-11-08,2014-11-10,2014,2,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Government non-military","Short-term espionage","No","Yes","No",3,"Direct and delayed","Transportation Systems Sector","No","No","https://www.bankinfosecurity.com/us-postal-service-confirms-data-breach-a-7545","https://slate.com/business/2014/11/usps-data-breach-chinese-hackers-suspected-of-targeting-u-s-postal-service-in-latest-cyberattack.html",NA,NA,NA,"Presonal informaiton of 800,000 USPS employees compromised, including PostMaster General",NA,NA,NA
"Anthem Breach","China-US","China","No","United States of America","Yes","No",2014-12-10,2015-01-27,2014,48,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Private/non-state","Short-term espionage","No","Yes","No",3,"Direct and delayed","Healthcare and Public Health Sector","No","No","https://www.computerworld.com/article/2880541/state-sponsored-chinese-hackers-suspected-in-anthem-breach.html","https://www.thedailybeast.com/chinese-suspected-in-anthem-data-breach",NA,NA,NA,"Black Vine hacker group that does cyber-intelligence work for China steals sensitive information from health insuracne giant Anthem",NA,NA,NA
"GitHub Hack","China-US","China","No","United States of America","Yes","No",2015-03-26,2015-03-31,2015,5,"Before July 2016","DDoS, Botnets","Private/non-state","Disruption","No","Yes","No",4,"Direct and immediate","Information Technology Sector","Yes","No","https://www.wired.com/story/github-ddos-memcached/","https://www.bankinfosecurity.com/github-hit-by-its-largest-ddos-attack-a-8058",NA,NA,NA,"China throttles GitHub site to get rid of all anti-Chinese content on the site, Great Cannon",NA,NA,NA
"United Airlines breach","China-US","China","No","United States of America","Yes","No",2015-05-25,2015-06-05,2015,11,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Private/non-state","Long-term espionage","No","Yes","No",3,"Direct and delayed","Transportation Systems Sector","Yes","No","https://www.theregister.co.uk/2015/07/30/chinese_hackers_opm_united_airlines_linkage/","https://www.engadget.com/2015/07/29/united-airlines-hacked-china/",NA,NA,NA,"Chinese APT group hacks US airline United",NA,NA,NA
"EvilNugget","China-US","China","No","United States of America","Yes","No",2017-01-01,2019-04-30,2017,849,"After July 2016","Network Intrusion (Trojans, Backdoors)","Private/non-state","Long-term espionage","No","Yes","No",3,"Direct and immediate","Healthcare and Public Health Sector","No","No","https://content.fireeye.com/cyber-security-for-healthcare/rpt-beyond-compliance-cyber-threats-and-healthcare : https://www.zdnet.com/article/cancer-research-organizations-become-the-new-focus-of-chinese-hacking-groups/ : https://www.cyberscoop.com/china-cancer-research-hacking-fireeye/","https://www.zdnet.com/article/cancer-research-organizations-become-the-new-focus-of-chinese-hacking-groups/","https://www.cyberscoop.com/china-cancer-research-hacking-fireeye/",NA,NA,"Chinese state-sponsored hackers were revealed to have targeted multiple U.S. cancer institutes to take information relating to cutting edge cancer research. ",NA,NA,NA
"Dispute Portal Exploit","China-US","China","No","United States of America","Yes","No",2017-03-01,2017-10-30,2017,243,"After July 2016","Network Intrusion (Trojans, Backdoors)","Private/non-state","Long-term espionage","No","Yes","No",4,"Indirect and delayed","Financial Services Sector","No","No","https://carnegieendowment.org/specialprojects/protectingfinancialstability/timeline#click-hide","https://www.ftc.gov/news-events/press-releases/2019/07/equifax-pay-575-million-part-settlement-ftc-cfpb-states-related","https://www.csoonline.com/article/3444488/equifax-data-breach-faq-what-happened-who-was-affected-what-was-the-impact.html","https://www.cnet.com/news/equifaxs-hack-one-year-later-a-look-back-at-how-it-happened-and-whats-changed/","https://www.wired.com/story/equifax-hack-china/","150 million customer records compromised: birth dates social security numbers","https://www.justice.gov/opa/pr/chinese-military-personnel-charged-computer-fraud-economic-espionage-and-wire-fraud-hacking",NA,NA
"Submarine University Hacks","China-US","China","No","United States of America","Yes","No",2017-04-01,2019-04-05,2017,734,"After July 2016","Network Intrusion (Trojans, Backdoors)","Private/non-state","Long-term espionage","No","Yes","No",3,"Direct and delayed","Other (Election Infrastructure, Academia)","Yes","No","https://www.accenture.com/_acnmedia/PDF-96/Accenture-Security-MUDCARP.pdf#zoom=50","https://www.wsj.com/articles/chinese-hackers-target-universities-in-pursuit-of-maritime-military-secrets-11551781800",NA,NA,NA,"steal research on submarine technologies.",NA,NA,NA
"Satelite and Telecom Company Hack","China-US","China","No","United States of America","Yes","No",2017-06-19,2018-06-19,2017,365,"After July 2016","Network Intrusion (Trojans, Backdoors)","Private/non-state","Disruption","Yes","Yes","No",3,"Direct and immediate","Communications Sector","Yes","No","https://www.reuters.com/article/us-china-usa-cyber/china-based-campaign-breached-satellite-defense-companies-symantec-idUSKBN1JF2X0","https://symantec-enterprise-blogs.security.com/blogs/threat-intelligence/thrip-hits-satellite-telecoms-defense-targets","https://www.cnbc.com/2018/06/19/china-based-hacking-breached-satellite-defense-companies-symantec.html",NA,NA,"satellite, telecom, and defense organizations",NA,NA,NA
"Navy Personnel Data Hack","China-US","China","No","United States of America","Yes","No",2017-11-01,2018-09-01,2017,304,"After July 2016","Network Intrusion (Trojans, Backdoors)","Government military","Long-term espionage","No","Yes","No",4,"Direct and delayed","Government Facilities Sector","Yes","No","https://abcnews.go.com/US/navy-personal-data-134000-sailors-hacked/story?id=43760770",NA,NA,NA,NA,"APT 10 DIB breach","https://www.justice.gov/opa/pr/two-chinese-hackers-associated-ministry-state-security-charged-global-computer-intrusion",NA,"https://www.fbi.gov/wanted/cyber/apt-10-group"
